ranking,"series name ",Year,certificate,runtime,genre,rating,DETAILS,ACTOR 1,ACTOR 2,ACTOR 3,ACTOR 4,VOTES
950,Jane the Virgin,(2014–2019),15,60 min,Comedy,7.9,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",Gina Rodriguez,Andrea Navedo,Yael Grobglas,Justin Baldoni,"48,469"
951,Bloodline,(2015–2017),15,60 min,"Drama, Thriller",,A family is forced to face their past secrets and scars when the black sheep returns home.,Kyle Chandler,Ben Mendelsohn,Linda Cardellini,Sissy Spacek,"51,253"
952,Agent Carter,(2015–2016),12,42 min,"Action, Adventure, Sci-Fi",,"In 1946, Peggy Carter is relegated to secretarial duties in the Strategic Scientific Reserve (SSR). When Howard Stark is accused of treason, he secretly recruits Peggy to clear his name with the help of his butler, Edwin Jarvis.",Hayley Atwell,James D'Arcy,Enver Gjokaj,Chad Michael Murray,"81,872"
953,Noragami,(2014–2016),PG,24 min,"Animation, Action, Adventure",,"A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.",Hiroshi Kamiya,Maaya Uchida,Yûki Kaji,Jason Liebrecht,"15,090"
954,Kiru ra kiru: KILL la KILL,(2013–2014),15,25 min,"Animation, Action, Comedy",,A young girl arrives at a school of superhumans to find out the truth behind her father's murder.,Ami Koshimizu,Aya Suzaki,Toshihiko Seki,Shin'ichirô Miki,"13,817"
955,When Calls the Heart,(2014– ),PG,43 min,"Drama, Romance",,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",Erin Krakow,Martin Cummins,Pascale Hutton,Jack Wagner,"12,983"
956,Star vs. the Forces of Evil,(2015–2019),,22 min,"Animation, Short, Action",,"Star Butterfly arrives on Earth to live with the Diazes, a Mexican-American family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.",Eden Sher,Adam McArthur,Grey Griffin,Daron Nefcy,"14,562"
957,The Terror,(2018–2019),18,60 min,"Adventure, Drama, History",,"Supernatural, semihistorical, horror anthology series, where each season is inspired by a different infamous or mysterious real life historical tragedy.",Jared Harris,Derek Mio,Tobias Menzies,Kiki Sukezane,"44,088"
958,The Affair,(2014–2019),15,60 min,Drama,,A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,Dominic West,Ruth Wilson,Maura Tierney,Julia Goldani Telles,"45,038"
959,Almost Human,(2013–2014),18,60 min,"Action, Crime, Drama",,"In a not-so-distant future, a human cop and an android partner team up to protect and serve.",Karl Urban,Michael Ealy,Minka Kelly,Mackenzie Crook,"50,063"
960,In the Flesh,(2013–2014),12,56 min,"Comedy, Drama, Horror",,"Four years after the Rising, the government starts to rehabilitate the Undead for reentry into society, including teenager Kieren Walker, who returns to his small Lancashire village to face a hostile reception, as well as his own demons.",Luke Newberry,Harriet Cains,Marie Critchley,Steve Cooper,"13,279"
961,Jessica Jones,(2015–2019),15,56 min,"Action, Crime, Drama",,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.",Krysten Ritter,Rachael Taylor,Eka Darville,Carrie-Anne Moss,"210,305"
962,Dragons: Riders of Berk,(2012–2014),U,22 min,"Animation, Action, Adventure",,The further adventures of Hiccup and his friends on the Island of Berk.,Jay Baruchel,Christopher Mintz-Plasse,T.J. Miller,America Ferrera,"11,303"
963,The Bletchley Circle,(2012–2014),15,45 min,"Crime, Drama, Mystery",,"In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.",Rachael Stirling,Julie Graham,Sophie Rundle,Anna Maxwell Martin,"12,472"
964,The Fosters,(2013–2018),12,60 min,"Drama, Romance",,"Teenager Callie Jacob is placed in a foster home with a lesbian couple and their blend of biological, adoptive, and foster children.",Teri Polo,Sherri Saum,Hayden Byerly,David Lambert,"27,856"
965,Altered Carbon,(2018–2020),18,60 min,"Action, Drama, Sci-Fi",,"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",Chris Conner,Renée Elise Goldsberry,Dichen Lachman,Will Yun Lee,"163,986"
966,Elementary,(2012–2019),12,60 min,"Crime, Drama, Mystery",,"A modern take on the cases of Sherlock Holmes, with the detective now living in New York City.",Jonny Lee Miller,Lucy Liu,Aidan Quinn,Jon Michael Hill,"109,789"
967,Real Humans,(2012–2014),,60 min,"Drama, Sci-Fi, Thriller",,In a parallel present the artificial human has come into its own. Robots no longer have anything robot-like about them. New technology and advancements in the field of science have made it ...                 »,Lisette Pagler,Pia Halvorsen,Johan Paulsen,Natalie Minnevik,"6,355"
968,A Discovery of Witches,(2018–2022),15,60 min,"Drama, Fantasy, Romance",,"Diana Bishop, historian and witch, accesses Ashmole 782 and knows she must solve its mysteries. She is offered help by the enigmatic Matthew Clairmont, but he's a vampire and witches should never trust vampires.",Matthew Goode,Teresa Palmer,Alex Kingston,Gregg Chilingirian,"51,401"
969,Masters of Sex,(2013–2016),15,60 min,"Drama, Romance",,Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.,Michael Sheen,Lizzy Caplan,Caitlin FitzGerald,Teddy Sears,"36,546"
970,Da Vinci's Demons,(2013–2015),15,60 min,"Adventure, Biography, Drama",,"Follows Leonardo Da Vinci during his early days in Florence, as a young artist, inventor and dreamer, trying to change the future.",Tom Riley,Gregg Chilingirian,Eros Vlahos,Laura Haddock,"76,358"
971,Lilyhammer,(2012–2014),18,45 min,"Comedy, Crime, Drama",,A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.,Steven Van Zandt,Trond Fausa,Steinar Sagen,Marian Saastad Ottesen,"29,360"
972,Awake,-2012,,43 min,"Drama, Fantasy, Mystery",,"After a car accident takes the life of a family member, a police detective lives two alternating parallel lives, one with his wife and one with his son. Is one of his ""realities"" merely a dream?",Jason Isaacs,Laura Allen,Steve Harris,Dylan Minnette,"20,981"
973,The Man in the High Castle,(2015–2019),15,60 min,"Drama, Sci-Fi, Thriller",,"In a dystopian America dominated by Nazi Germany and Imperial Japan, a young woman discovers a mysterious film that may hold the key to toppling the totalitarian regimes.",Alexa Davalos,Luke Kleintank,Rufus Sewell,Rupert Evans,"99,220"
974,Transformers Prime,(2010–2013),PG,30 min,"Animation, Action, Adventure",,In this new set of adventures the Autobots live on Earth and maintain their secret identity. They are joined by 3 teens as they battle the Decepticons.,Peter Cullen,Sumalee Montano,Jeffrey Combs,Frank Welker,"6,575"
975,Maid Sama!,(2010–2011),12,24 min,"Animation, Comedy, Romance",,"Ayuzawa Misaki serves as the student council president at Seika High. However, unbeknownst to her classmates, she works part-time as an employee at a Maid Cafe. Usui Takumi, a boy from her school, discovers this secret.",Monica Rial,David Matranga,Ayumi Fujimura,Nobuhiko Okamoto,"7,235"
976,The Borgias,(2011–2013),15,50 min,"Crime, Drama, History",,"In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.",Jeremy Irons,François Arnaud,Holliday Grainger,Peter Sullivan,"50,941"
977,Decoupled,(2021– ),16,30 min,"Comedy, Drama",,"Follows a writer and his wife who announce their divorce with a party, which ends up exposing other absurd relationships in their world.",Madhavan,Surveen Chawla,Sonia Rathee,Dilnaz Irani,"7,220"
978,Rubicon,-2010,,45 min,"Crime, Drama, Mystery",,Will Travers is an analyst at a New York City-based federal intelligence agency who is thrown into a story where nothing is as it appears to be.,James Badge Dale,Jessica Ann Collins,Lauren Hodges,Dallas Roberts,"10,615"
979,Boys Over Flowers,-2009,13,70 min,"Comedy, Drama, Romance",,"Poor girl attends the elite Shin Hwa High and is bullied by the leader of F4 (the four richest boys). He becomes attracted to her; however, she has a crush on his best friend. Whom will she choose?",Ku Hye-Sun,Lee Min-Ho,Kim Hyun-joong,Kim Bum,"11,797"
980,Aunty Donna's Big Ol' House of Fun,(2020– ),15,20 min,Comedy,,"In their new sketch series, Aunty Donna's Big Ol' House of Fun take viewers along for an absurdist adventure through their everyday lives.",Mark Samual Bonanno,Broden Kelly,Zachary Ruane,Scott Aukerman,"6,292"
981,Psychoville,(2009–2011),15,30 min,"Comedy, Horror, Mystery",,"A group of seemingly unrelated strangers all receive a mysterious note stating ""I know what you did"", which sends their lives into a downward spiral.",Reece Shearsmith,Steve Pemberton,Daniel Kaluuya,Daisy Haggard,"6,910"
982,How to Make It in America,(2010–2011),15,30 min,"Comedy, Drama",,"A group of 20 somethings living in New York City. Ben and Cameron work on starting a fashion company, while enjoying their lives in the greatest city in the world.",Bryan Greenberg,Victor Rasuk,Lake Bell,Eddie Kaye Thomas,"15,628"
983,Somebody Somewhere,(2022– ),UA 16+,30 min,"Comedy, Drama",,"Sam is a true Kansan on the surface, but, beneath it all, struggles to fit the hometown mould. Grappling with loss and acceptance, she discovers herself and a community of outsiders who don't fit in but don't give up.",Bridget Everett,Jeff Hiller,Mary Catherine Garrison,Danny McCarthy,"5,198"
984,Star Wars: The Bad Batch,(2021– ),6+,,"Animation, Action, Adventure",,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,Ming-Na Wen,Dee Bradley Baker,Michelle Ang,Noshir Dalal,"29,505"
985,Bored to Death,(2009–2011),,28 min,"Comedy, Crime, Drama",,A well-meaning but struggling writer decides to lead a sort of double life by pretending to be a private detective using the methods he read about in old detective novels.,Jason Schwartzman,Zach Galifianakis,Ted Danson,Heather Burns,"33,294"
986,The Unusuals,-2009,,60 min,"Comedy, Crime, Drama",,Darkly comedic drama focusing on the dysfunctional cops and staff of an infamous NYPD precinct.,Amber Tamblyn,Jeremy Renner,Harold Perrineau,Joshua Close,"5,328"
987,Merlin,(2008–2012),PG,45 min,"Adventure, Drama, Fantasy",,"These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend.",John Hurt,Colin Morgan,Bradley James,Richard Wilson,"80,653"
988,Young Rock,(2021– ),12,,Comedy,,A look at the formative years of superstar Dwayne 'The Rock' Johnson as he grows up through life.,Dwayne Johnson,Joseph Lee Anderson,Stacey Leilua,Ana Tuisila,"16,498"
989,Alef,(2020–2022),,53 min,"Action, Crime, Drama",,Two detectives try to unravel the mystery of the murders that followed the discovery of a body in the Bosphorus.,Kenan Imirzalioglu,Taner Ölmez,Ahmet Mümtaz Taylan,Aybüke Pusat,"8,710"
990,Yellowjackets,(2021– ),15,60 min,"Drama, Horror, Mystery",,A wildly talented high school girl soccer team becomes the (un)lucky survivors of a plane crash deep in the Canadian wilderness.,Melanie Lynskey,Tawny Cypress,Ella Purnell,Sophie Nélisse,"39,621"
991,Leverage,(2008–2012),12,42 min,"Crime, Mystery, Thriller",,A crew of high-tech crooks attempt to steal from wealthy criminals and corrupt businessmen.,Timothy Hutton,Gina Bellman,Christian Kane,Beth Riesgraf,"50,709"
992,Our Flag Means Death,(2022– ),,30 min,"Action, Adventure, Biography",,The year is 1717. Wealthy landowner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.,Rhys Darby,Joel Fry,Samson Kayo,Nathan Foad,"21,330"
993,Queen of the South,(2016–2021),18,42 min,"Action, Crime, Drama",,Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.,Alice Braga,Hemky Madera,Peter Gadiot,Veronica Falcón,"29,197"
994,I Think You Should Leave with Tim Robinson,(2019– ),15,16 min,Comedy,,"In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.",Tim Robinson,Sam Richardson,Patti Harrison,Conner O'Malley,"11,864"
995,Black Lagoon,-2006,15,25 min,"Animation, Action, Adventure",,"A Japanese businessman, captured by modern-day pirates, is written off and left for dead by his company. Tired of the corporate life, he opts to stick with the mercenaries that kidnapped him, becoming part of their gang.",Megumi Toyoguchi,Daisuke Namikawa,Brad Swaile,Maryke Hendrikse,"14,653"
996,When They Cry,-2006,15,24 min,"Animation, Drama, Horror",,The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.,Sôichirô Hoshi,Mai Nakahara,Satsuki Yukino,Yukari Tamura,"5,603"
997,True Blood,(2008–2014),15,55 min,"Drama, Fantasy, Mystery",,"Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",Anna Paquin,Stephen Moyer,Sam Trammell,Ryan Kwanten,"242,464"
998,Jericho,(2006–2008),15,45 min,"Action, Drama, Mystery",,"A small town in Kansas is literally left in the dark after seeing a mushroom cloud over nearby Denver, Colorado. The townspeople struggle to find answers about the blast and solutions on how to survive.",Skeet Ulrich,Lennie James,Ashley Scott,Kenneth Mitchell,"56,332"
999,A Town Called Eureka,(2006–2012),12,60 min,"Adventure, Comedy, Drama",,"A U.S. Marshal becomes the sheriff of Eureka, a remote, cozy little Northwestern town where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong.",Colin Ferguson,Salli Richardson-Whitfield,Erica Cerra,Neil Grayston,"53,072"
